,naive_last_surface,har_rv,har_j_rv,var1_cross_asset,garch11_qml,prob_har_gaussian,prob_har_student_t,prob_lstm_gaussian
2017-06-09,-0.005667040835045754,-0.001445265324528828,-0.0014796956913587433,-0.0014727192624684807,-0.0020683338822919954,-0.0014796956913587433,-0.0014796956913587433,-0.005667040835045754
2017-06-10,-0.003959817079582999,-0.001423187801897566,-0.0014220647934786446,-0.0017424340439602,-0.001691261234717594,-0.0014220647934786446,-0.0014220647934786446,-0.003959817079582999
2017-06-11,-0.0007264206148743536,0.002430097457113588,0.002471660991940979,0.002665283602396593,0.0033737345124389196,0.002471660991940979,0.002471660991940979,-0.0007264206148743536
2017-06-12,0.0015221158181652303,-0.0003115181051818819,-0.0003039304315013546,-0.0004235548362112117,-0.0003587154139044059,-0.0003039304315013546,-0.0003039304315013546,0.0015221158181652303
2017-06-13,0.07947430035400516,0.03234512398490927,0.032149580807298815,0.03307716971791988,0.03311451234528213,0.032149580807298815,0.032149580807298815,0.07947430035400516
2017-06-14,-0.029483943305670085,-0.023103392243103996,-0.02303313280469585,-0.009984781188776265,-0.026585077037383508,-0.02303313280469585,-0.02303313280469585,-0.029483943305670085
2017-06-15,-0.004535658541987772,-0.008072983137618558,-0.00770450659616402,-0.005713117603813429,-0.006845120385029268,-0.00770450659616402,-0.00770450659616402,-0.004535658541987772
2017-06-16,-0.008752903033805706,-0.006970200245852462,-0.006859117376980319,-0.008615815461992063,-0.006444280216298494,-0.006859117376980319,-0.006859117376980319,-0.008752903033805706
2017-06-17,0.006324991315738586,0.00758305091657559,0.007469732206461562,0.008253402879836563,0.006227253186874691,0.007469732206461562,0.007469732206461562,0.006324991315738586
2017-06-18,-0.012961647321045093,-0.005887931423001289,-0.0057429395815017424,-0.00847583503494126,-0.005749899585481679,-0.0057429395815017424,-0.0057429395815017424,-0.012961647321045093
2017-06-19,0.011216941386575238,0.002147409532674225,0.0021284811792418273,0.0030311036575118027,0.0028120722265122613,0.0021284811792418273,0.0021284811792418273,0.011216941386575238
2017-06-20,0.004721442222442297,0.005032548268432505,0.0050000665778671405,0.004932917420801624,0.0044621352831841635,0.0050000665778671405,0.0050000665778671405,0.004721442222442297
2017-06-21,-0.010276392450002688,-0.007322304855655201,-0.007291473218919024,-0.007558692097708421,-0.006562464028420141,-0.007291473218919024,-0.007291473218919024,-0.010276392450002688
2017-06-22,0.003207042249516565,0.0030891617121391623,0.003061533466145744,0.0033115612975606543,0.00302918527142926,0.003061533466145744,0.003061533466145744,0.003207042249516565
2017-06-23,-0.008418124297755965,-0.004647376508890278,-0.004636375788769521,-0.005045884026811775,-0.004380317876202595,-0.004636375788769521,-0.004636375788769521,-0.008418124297755965
2017-06-24,0.009025876876295866,0.005842517036043968,0.005829355659414742,0.006342687182829717,0.005643621447888148,0.005829355659414742,0.005829355659414742,0.009025876876295866
2017-06-25,0.023002009458566095,0.011696465724474817,0.011664071676270621,0.011686466454498003,0.011405367197464421,0.011664071676270621,0.011664071676270621,0.023002009458566095
2017-06-26,0.001482634362608059,0.0014321862754958711,0.0014277017539360125,0.0012759026349675484,0.0014995381583536558,0.0014277017539360125,0.0014277017539360125,0.001482634362608059
2017-06-27,0.0499577808361202,0.012800049267681265,0.012813853874805959,0.015589195446150108,0.012766875787672058,0.012813853874805959,0.012813853874805959,0.0499577808361202
2017-06-28,-0.008493533777856986,0.0007554857105214705,0.0006054774449402908,0.002833526247365497,0.0016684607416140897,0.0006054774449402908,0.0006054774449402908,-0.008493533777856986
2017-06-29,-0.01564594655233229,-0.026816808165043293,-0.02641746010216357,-0.0190388719478773,-0.028171946423720968,-0.02641746010216357,-0.02641746010216357,-0.01564594655233229
2017-06-30,-0.0030240687276064907,-0.003981434380123752,-0.003924614216282023,-0.000612361758301168,-0.003187878193447033,-0.003924614216282023,-0.003924614216282023,-0.0030240687276064907
2017-07-01,0.0007862535992859942,0.005357750707873959,0.005257729741448476,0.008247641883810062,0.004991701777786732,0.005257729741448476,0.005257729741448476,0.0007862535992859942
2017-07-02,0.0025078783414623947,-0.0014876657955587996,-0.0010108354001006762,-0.002193325240337329,-0.001248981865510479,-0.0010108354001006762,-0.0010108354001006762,0.0025078783414623947
2017-07-03,0.0035614593923242385,0.0022003375882305933,0.0021823753297506676,0.0032531252696333343,0.0021086725978093964,0.0021823753297506676,0.0021823753297506676,0.0035614593923242385
2017-07-04,-0.0023671084915021907,0.0005797878037838447,0.0012403261043028354,0.0006261793828273207,0.00048799690733789127,0.0012403261043028354,0.0012403261043028354,-0.0023671084915021907
2017-07-05,0.0072826766817001955,0.010683690212746668,0.010612448204924465,0.013075338105235675,0.01069072527294803,0.010612448204924465,0.010612448204924465,0.0072826766817001955
2017-07-06,0.01175118320598939,0.014450960221343269,0.014029263318910338,0.018122630918313138,0.011699927830938178,0.014029263318910338,0.014029263318910338,0.01175118320598939
2017-07-07,-0.006801828763421301,-0.003794827218510295,-0.003891524735164683,-0.0032518465501977212,-0.0032498633029227407,-0.003891524735164683,-0.003891524735164683,-0.006801828763421301
2017-07-08,0.011277312795857428,0.006426762192042198,0.006423192584909014,0.00598317798148168,0.005403975973417077,0.006423192584909014,0.006423192584909014,0.011277312795857428
2017-07-09,0.013217539630326828,0.0082714960419905,0.008213858982527272,0.008705833455246887,0.0066224653359728955,0.008213858982527272,0.008213858982527272,0.013217539630326828
2017-07-10,-0.008941594243757912,-0.0046618442477319435,-0.004643749760018021,-0.0049309007271936866,-0.004055714225398591,-0.004643749760018021,-0.004643749760018021,-0.008941594243757912
2017-07-11,-0.015027628369745341,-0.004542131411879498,-0.0045241441377147215,-0.005547448909806057,-0.0038317245599637823,-0.0045241441377147215,-0.0045241441377147215,-0.015027628369745341
2017-07-12,-0.0023372360580908775,-0.001201051716911385,-0.0011960885101812212,-0.0019047833172688173,-0.0007683163779213057,-0.0011960885101812212,-0.0011960885101812212,-0.0023372360580908775
2017-07-13,0.0007989319575325629,0.0008705301300741172,0.0008725111155997144,0.0019168104361897602,0.0004823684949738594,0.0008725111155997144,0.0008725111155997144,0.0007989319575325629
2017-07-14,0.010966394711318883,0.003925597047872382,0.003930963079676234,0.0034694730672120513,0.0033301352693971657,0.003930963079676234,0.003930963079676234,0.010966394711318883
2017-07-15,-0.0018755622121522132,-0.001160744257784037,-0.0011624373303932463,-0.0013067932338623799,-0.0009012511494942985,-0.0011624373303932463,-0.0011624373303932463,-0.0018755622121522132
2017-07-16,-0.018940203185803115,-0.006104311990312111,-0.0061080037484697106,-0.006978233651641225,-0.005459531418932766,-0.0061080037484697106,-0.0061080037484697106,-0.018940203185803115
2017-07-17,-0.010440499701396775,-0.0062718018181541066,-0.006255542990348223,-0.006857607844556995,-0.006023291058524976,-0.006255542990348223,-0.006255542990348223,-0.010440499701396775
2017-07-18,-0.009509160614548075,-0.006537206535562479,-0.006518375369482812,-0.0068614205272158335,-0.006298578112184111,-0.006518375369482812,-0.006518375369482812,-0.009509160614548075
2017-07-19,-0.0006703221954500299,-0.004082336587480997,-0.004046018386383725,-0.0032894236492947734,-0.0037878874174667853,-0.004046018386383725,-0.004046018386383725,-0.0006703221954500299
2017-07-20,-0.003097425534681277,-0.0034211133984347725,-0.003401410308248825,-0.004539362720906721,-0.003803296091652865,-0.003401410308248825,-0.003401410308248825,-0.003097425534681277
2017-07-21,0.003962492054872761,0.0015085804872692471,0.0015193337395720916,0.00173559573673664,0.0014032107539309537,0.0015193337395720916,0.0015193337395720916,0.003962492054872761
2017-07-22,-0.012589161630449194,-0.003317961335406775,-0.003314454246498839,-0.0037659513433573656,-0.003501284507875765,-0.003314454246498839,-0.003314454246498839,-0.012589161630449194
2017-07-23,-0.01111425663997719,-0.0031431108045651343,-0.0031329870617805874,-0.0032637336011260114,-0.0041432244491877235,-0.0031329870617805874,-0.0031329870617805874,-0.01111425663997719
2017-07-24,-0.002354426312491479,0.0011382208428479662,0.0011131288132710318,0.0010980540429339168,0.0017794885541819652,0.0011131288132710318,0.0011131288132710318,-0.002354426312491479
2017-07-25,-0.008555272720011031,-0.004115555902507606,-0.004092272230073599,-0.004232442790604036,-0.004953962018130183,-0.004092272230073599,-0.004092272230073599,-0.008555272720011031
2017-07-26,0.000438623678098437,0.00036735356172280825,0.0003501269362403216,0.00015165109327537908,0.0005600573911895517,0.0003501269362403216,0.0003501269362403216,0.000438623678098437
2017-07-27,-0.01121668495160026,-0.004345317060568577,-0.004340738824859486,-0.005043124030810779,-0.005265117564075915,-0.004340738824859486,-0.004340738824859486,-0.01121668495160026
2017-07-28,0.011803720591596881,0.004818273174286497,0.004807038877163377,0.005330742084900145,0.006237504308517488,0.004807038877163377,0.004807038877163377,0.011803720591596881
2017-07-29,-0.005339483076780546,-0.0022712102767042212,-0.0022909053976562207,-0.002285522341721198,-0.00243384401885008,-0.0022909053976562207,-0.0022909053976562207,-0.005339483076780546
2017-07-30,-0.011176313172693008,-0.002902713706136015,-0.0028995297338202763,-0.003140292622310211,-0.003588066799494713,-0.0028995297338202763,-0.0028995297338202763,-0.011176313172693008
2017-07-31,-0.015709356540827082,-0.004055588511683976,-0.004114988726046709,-0.004400653998785598,-0.0045684906675599836,-0.004114988726046709,-0.004114988726046709,-0.015709356540827082
2017-08-01,0.01207122620616728,0.008701312317963414,0.008630260973297185,0.009240874886582191,0.010228220310734783,0.008630260973297185,0.008630260973297185,0.01207122620616728
2017-08-02,0.007739093454166536,0.00419481887994345,0.004170821142427824,0.004075662700951098,0.005821506180645842,0.004170821142427824,0.004170821142427824,0.007739093454166536
2017-08-03,-0.007369336692981205,-0.0031944410837275923,-0.0031807790037813297,-0.0034006909337416223,-0.0036921100342265562,-0.0031807790037813297,-0.0031807790037813297,-0.007369336692981205
2017-08-04,-0.0019485150388919095,-0.0015373313046415087,-0.0015410252801789073,-0.0019049281629530004,-0.0010062659551164125,-0.0015410252801789073,-0.0015410252801789073,-0.0019485150388919095
2017-08-05,0.00022105646389400496,0.00034811268286644766,0.00032584255860692554,0.00044956597326952413,0.0008754375599377596,0.00032584255860692554,0.00032584255860692554,0.00022105646389400496
2017-08-06,0.002734141815771702,0.0006502827939059604,0.0006504235456143294,0.0006839661255412611,0.0008854615453214616,0.0006504235456143294,0.0006504235456143294,0.002734141815771702
2017-08-07,0.0031976040425731726,0.0015461230782855345,0.0014983007427276489,0.0017221312774520926,0.0027405422120559005,0.0014983007427276489,0.0014983007427276489,0.0031976040425731726
2017-08-08,0.007810211099429722,0.005492821692466358,0.005527682081463935,0.005738111634727164,0.006396284376775977,0.005527682081463935,0.005527682081463935,0.007810211099429722
2017-08-09,0.023839310915317654,0.010973541166643152,0.010898943207053072,0.011795896059355979,0.014524421367580165,0.010898943207053072,0.010898943207053072,0.023839310915317654
2017-08-10,-0.00046535727523584644,0.000774702314119192,0.0007389574636041613,0.0009926587117082063,0.0012682648289976733,0.0007389574636041613,0.0007389574636041613,-0.00046535727523584644
2017-08-11,0.006667218071638614,-6.693170796134215e-06,-2.9768056026347953e-05,7.803915359142222e-05,0.00020508549467749813,-2.9768056026347953e-05,-2.9768056026347953e-05,0.006667218071638614
2017-08-12,-0.004513488135005922,-0.004984528361871821,-0.004991223180115694,-0.004712650061944116,-0.005113937233551093,-0.004991223180115694,-0.004991223180115694,-0.004513488135005922
2017-08-13,0.00020218985603598014,0.0007693386169647081,0.0007047481461692754,0.001162428743148642,0.0005186803517637338,0.0007047481461692754,0.0007047481461692754,0.00020218985603598014
2017-08-14,-0.007514938447492123,-0.002749636160692112,-0.002742155572601482,-0.003055562654382164,-0.003534731666067567,-0.002742155572601482,-0.002742155572601482,-0.007514938447492123
2017-08-15,0.024525846347755873,0.0053606809171336915,0.005390349416430402,0.005779976211771002,0.005705882099178873,0.005390349416430402,0.005390349416430402,0.024525846347755873
2017-08-16,-0.01977122302855421,-0.008081886604615672,-0.008033948729934196,-0.008805420821659346,-0.010091161294147348,-0.008033948729934196,-0.008033948729934196,-0.01977122302855421
2017-08-17,-0.002126857990151013,0.0001799494985723476,0.00016210240204378792,0.000322314101687739,0.0004138116916828554,0.00016210240204378792,0.00016210240204378792,-0.002126857990151013
2017-08-18,0.008035416565525854,0.005799464996678955,0.0057796130935447556,0.00653711183207277,0.006721111733203573,0.0057796130935447556,0.0057796130935447556,0.008035416565525854
2017-08-19,0.005662763426367074,0.0027827323776638373,0.0027961837242243665,0.0026829371413456503,0.003009251599457665,0.0027961837242243665,0.0027961837242243665,0.005662763426367074
2017-08-20,-0.0031023468206461545,0.00018115619404716898,0.00019343663452334037,5.048242074595354e-05,0.00014636997169909134,0.00019343663452334037,0.00019343663452334037,-0.0031023468206461545
2017-08-21,-0.010113946207750557,-0.0006683367061180863,-0.000652482768539905,-0.0001540582975555631,-0.0016372758527470898,-0.000652482768539905,-0.000652482768539905,-0.010113946207750557
2017-08-22,-0.0026186046924210706,-0.00292048012091189,-0.0028868952172373583,-0.002833743176508873,-0.003618703240434928,-0.0028868952172373583,-0.0028868952172373583,-0.0026186046924210706
2017-08-23,0.014458757965337772,0.006226345994134301,0.006228653851785872,0.0066304970276389085,0.007494089486445429,0.006228653851785872,0.006228653851785872,0.014458757965337772
2017-08-24,0.006464543429842568,0.004959084873426043,0.005014754259335262,0.0051190716973442485,0.005777811599268397,0.005014754259335262,0.005014754259335262,0.006464543429842568
2017-08-25,-0.004465331681947452,-0.0010322183115102589,-0.001058371985753838,-0.0008123430776380168,-0.0014915514596509838,-0.001058371985753838,-0.001058371985753838,-0.004465331681947452
2017-08-26,-0.025897143642339027,-0.010799909541484866,-0.010751788979711243,-0.01126286019973063,-0.013427854058146301,-0.010751788979711243,-0.010751788979711243,-0.025897143642339027
2017-08-27,-0.006369292959967865,-0.0029992135457975254,-0.002982069472076446,-0.002695883512241619,-0.003276081088726133,-0.002982069472076446,-0.002982069472076446,-0.006369292959967865
2017-08-28,0.050051521002307565,0.02007058286605112,0.02000803637196955,0.02345551129776663,0.02118023509902409,0.02000803637196955,0.02000803637196955,0.050051521002307565
2017-08-29,-0.0004732001068035961,0.002171002413067183,0.0036491699716597087,0.0022942869832041552,0.002223856994529355,0.0036491699716597087,0.0036491699716597087,-0.0004732001068035961
2017-08-30,-0.010605083999583265,-0.004566117057320016,-0.004601832665766357,-0.006310095592109928,-0.0041667090831937715,-0.004601832665766357,-0.004601832665766357,-0.010605083999583265
2017-08-31,-0.007109936801002152,-0.004489508682306278,-0.004579750011436893,-0.0034736358466650945,-0.00471600915859699,-0.004579750011436893,-0.004579750011436893,-0.007109936801002152
2017-09-01,-0.011640568395225466,-0.005759629732637818,-0.005428030219828103,-0.007112889308513733,-0.004936452662485273,-0.005428030219828103,-0.005428030219828103,-0.011640568395225466
2017-09-02,0.003724776821916558,0.006600758020099031,0.006418447913394174,0.005745041112885606,0.006834059453955695,0.006418447913394174,0.006418447913394174,0.003724776821916558
2017-09-03,-0.005195443318423089,-0.00458572001136971,-0.00454881777183408,-0.004252757341217094,-0.0037274762401478118,-0.00454881777183408,-0.00454881777183408,-0.005195443318423089
2017-09-04,-0.027141865016827152,-0.008075296589153763,-0.008036109571238627,-0.00847579173817779,-0.006432082421905006,-0.008036109571238627,-0.008036109571238627,-0.027141865016827152
2017-09-05,0.0005979605396584237,-0.005338478121012957,-0.005185143769819994,-0.005323283115373938,-0.00449818488355017,-0.005185143769819994,-0.005185143769819994,0.0005979605396584237
2017-09-06,-0.00423112381461604,-0.005208175765818428,-0.005077387514933765,-0.004945020887355953,-0.004956803555924784,-0.005077387514933765,-0.005077387514933765,-0.00423112381461604
2017-09-07,0.013145082085408656,0.015955468164375052,0.01578164900562144,0.017266712497836647,0.014685071081840731,0.01578164900562144,0.01578164900562144,0.013145082085408656
2017-09-08,-0.0015079027343657691,-0.0047476235182663945,-0.004520650145717064,-0.00485157172909576,-0.004787632097704455,-0.004520650145717064,-0.004520650145717064,-0.0015079027343657691
2017-09-09,-0.04207481711742198,-0.02159884909808005,-0.021350531940918266,-0.018977076341353476,-0.01898786641548854,-0.021350531940918266,-0.021350531940918266,-0.04207481711742198
2017-09-10,-0.008350933421349892,-0.004986335002848782,-0.004918270247097965,-0.0012571368822659364,-0.00423636041463878,-0.004918270247097965,-0.004918270247097965,-0.008350933421349892
2017-09-11,-0.0008553541830640497,-0.00021735287545010905,5.377841319776534e-05,-4.599636683548282e-06,-4.89378029946964e-05,5.377841319776534e-05,5.377841319776534e-05,-0.0008553541830640497
2017-09-12,0.021987407317086222,0.003782062256026665,0.0037866690717745714,0.0046445431702887285,0.002788742741415096,0.0037866690717745714,0.0037866690717745714,0.021987407317086222
2017-09-13,0.002216919438319037,0.00043241481034625163,0.0004361592651960769,0.00029704422238883396,0.0004331938763713308,0.0004361592651960769,0.0004361592651960769,0.002216919438319037
2017-09-14,-0.0010562225359113722,-0.0010183180337790772,-0.0010500571312003605,-0.0008962056064817694,-0.000864432389199059,-0.0010500571312003605,-0.0010500571312003605,-0.0010562225359113722
2017-09-15,-0.002101618200316825,-0.0010554128351868575,-0.0009961684607429882,-0.0019247895245926693,-0.0008051629128186565,-0.0009961684607429882,-0.0009961684607429882,-0.002101618200316825
2017-09-16,0.00019724296440482939,-0.003159718695029888,-0.0031729980068304626,-0.0030597711262180956,-0.003486912990671942,-0.0031729980068304626,-0.0031729980068304626,0.00019724296440482939
2017-09-17,0.006696830534741902,0.0050876532551546215,0.005052535407207888,0.004279905612476522,0.004326261142669062,0.005052535407207888,0.005052535407207888,0.006696830534741902
2017-09-18,-0.016930515941175246,-0.00904034220739402,-0.009008363423371581,-0.008823410713174168,-0.006986895841125239,-0.009008363423371581,-0.009008363423371581,-0.016930515941175246
2017-09-19,0.006756554257714875,0.0065014912438485966,0.006309046494660245,0.00756593377748508,0.005487807250020726,0.006309046494660245,0.006309046494660245,0.006756554257714875
2017-09-20,-0.01071129657582595,-0.01200805966337891,-0.013265367819557347,-0.00960828071287165,-0.011735650229627673,-0.013265367819557347,-0.013265367819557347,-0.01071129657582595
2017-09-21,0.012982582627000817,0.00925391086209276,0.009161631633243274,0.008528478068408701,0.007434436372961036,0.009161631633243274,0.009161631633243274,0.012982582627000817
2017-09-22,0.00887822680260661,0.007371540337375148,0.007354113820073089,0.004425007034453251,0.006606745497897693,0.007354113820073089,0.007354113820073089,0.00887822680260661
2017-09-23,-0.0277332369816182,0.0023138348553868883,0.002266973940894417,0.0031799677805523646,0.0035323204158425312,0.002266973940894417,0.002266973940894417,-0.0277332369816182
2017-09-24,0.004286060192911274,0.003369200319943366,0.0033554619363422035,0.002618576775715467,0.0034782870472134177,0.0033554619363422035,0.0033554619363422035,0.004286060192911274
2017-09-25,0.007820117134630081,-5.046178821151217e-05,-1.2884626973932884e-05,-0.00032454047002678475,-0.0010172686121302389,-1.2884626973932884e-05,-1.2884626973932884e-05,0.007820117134630081
2017-09-26,0.0005533137585658228,0.000837718573040153,0.0008187464456837862,0.0011487814612289962,0.0009987449690697168,0.0008187464456837862,0.0008187464456837862,0.0005533137585658228
2017-09-27,0.004102589685807617,0.0017763760608633117,0.001776080015473873,0.001915407328280446,0.0014121446768710565,0.001776080015473873,0.001776080015473873,0.004102589685807617
2017-09-28,-0.012959205269576139,-0.0023351332964601417,-0.002333513525666063,-0.0025615919270651137,-0.0018847610975190221,-0.002333513525666063,-0.002333513525666063,-0.012959205269576139
2017-09-29,0.004527157888492232,0.00012409083830882688,0.0001318442544438594,0.0003916964823829523,0.0006812724683579529,0.0001318442544438594,0.0001318442544438594,0.004527157888492232
2017-09-30,-0.008004540499047528,-0.004094246491825111,-0.004096652473154078,-0.004465946856320226,-0.004137607997996442,-0.004096652473154078,-0.004096652473154078,-0.008004540499047528
2017-10-01,-0.008315966504362256,-0.004610021546657063,-0.004602851426352536,-0.0050824939690877246,-0.0046042484431798565,-0.004602851426352536,-0.004602851426352536,-0.008315966504362256
2017-10-02,0.01021651637085398,0.005306592383152312,0.0052980355444848595,0.005758837560575085,0.005514702055654771,0.0052980355444848595,0.0052980355444848595,0.01021651637085398
2017-10-03,-0.0045688456827823335,-0.0014151253820132187,-0.0014032752736784304,-0.0012263648250155773,-0.0010869093781267645,-0.0014032752736784304,-0.0014032752736784304,-0.0045688456827823335
2017-10-04,0.002884699914194129,0.00023890947627110246,0.00024373636089242712,0.00011238611218959101,0.00017172890022033426,0.00024373636089242712,0.00024373636089242712,0.002884699914194129
2017-10-05,-0.020036312923996037,-0.005877792217510007,-0.00591693388375029,-0.006354476009977128,-0.006084994137728339,-0.00591693388375029,-0.00591693388375029,-0.020036312923996037
2017-10-06,0.005978500320203754,0.004526028577266633,0.004518959065086733,0.004783858674051585,0.004709916726034358,0.004518959065086733,0.004518959065086733,0.005978500320203754
2017-10-07,0.0016061842050970143,0.0003467100697425232,0.0003655444568453044,0.00035784831730603883,0.000554822679893944,0.0003655444568453044,0.0003655444568453044,0.0016061842050970143
2017-10-08,-0.0040823400991988066,-0.0005382152208849362,-0.0005310294802313909,-0.0005129331655394223,-0.0005198511005260646,-0.0005310294802313909,-0.0005310294802313909,-0.0040823400991988066
2017-10-09,0.006390684093015897,0.0027977283265570446,0.002750580974521806,0.0026924192430543303,0.0029817937985724373,0.002750580974521806,0.002750580974521806,0.006390684093015897
2017-10-10,-0.002759393769463606,0.0006925132460525732,0.0007143600198761566,0.0007805059126789258,0.0008319250666187997,0.0007143600198761566,0.0007143600198761566,-0.002759393769463606
2017-10-11,0.009851820978937926,0.003932386745846553,0.003912705489271978,0.004108471778385715,0.004293915210390185,0.003912705489271978,0.003912705489271978,0.009851820978937926
2017-10-12,0.003238029012279504,0.0034719029102469588,0.0035090817989311394,0.003430474817438797,0.003983833649170537,0.0035090817989311394,0.0035090817989311394,0.003238029012279504
2017-10-13,0.0003672636313810528,0.000520537337449525,0.0005228869727704546,0.0005490940846353247,0.0005802275282730144,0.0005228869727704546,0.0005228869727704546,0.0003672636313810528
2017-10-14,-0.022455969899123268,-0.007980165871819593,-0.00796959914953246,-0.008420673737888346,-0.00913642231993727,-0.00796959914953246,-0.00796959914953246,-0.022455969899123268
2017-10-15,-0.0003164618429118118,0.00012068933311091999,0.0001262666191352775,0.00018200429686588307,0.00016083529944167338,0.0001262666191352775,0.0001262666191352775,-0.0003164618429118118
2017-10-16,-0.0009433893730793307,-0.0005776271227399991,-0.0006446568784442287,-0.000686526957224768,-0.0007707978229739143,-0.0006446568784442287,-0.0006446568784442287,-0.0009433893730793307
2017-10-17,0.001861555124207715,0.0019923951124033285,0.0020209230122777383,0.0021779262949336103,0.0023122988172237526,0.0020209230122777383,0.0020209230122777383,0.001861555124207715
2017-10-18,0.014233157728392619,0.004630412308649081,0.004616241728597714,0.0045937727465958774,0.0053621262034747276,0.004616241728597714,0.004616241728597714,0.014233157728392619
2017-10-19,0.00168725697204695,0.0005334378444998289,0.0005482789808076089,0.0004380059955037376,0.0005541728864171654,0.0005482789808076089,0.0005482789808076089,0.00168725697204695
2017-10-20,-0.006866988280445974,-0.0032929903199266533,-0.0033103674537750243,-0.003453988795334728,-0.0037686235657026835,-0.0033103674537750243,-0.0033103674537750243,-0.006866988280445974
2017-10-21,0.004647143164681085,0.0013952762874704517,0.001374128482139297,0.0013774188151112908,0.001712186673804841,0.001374128482139297,0.001374128482139297,0.004647143164681085
2017-10-22,0.009419413174851602,0.005339173880975396,0.0053919299178592645,0.0056629855401582815,0.006222451329984872,0.0053919299178592645,0.0053919299178592645,0.009419413174851602
2017-10-23,-0.007625299542859793,-0.005033546994874633,-0.005012068525536329,-0.005123820187992312,-0.005870647009640865,-0.005012068525536329,-0.005012068525536329,-0.007625299542859793
2017-10-24,-0.010669869709534962,-0.00330496184909895,-0.0033151751406859595,-0.0035141534075511026,-0.0038263758987379117,-0.0033151751406859595,-0.0033151751406859595,-0.010669869709534962
2017-10-25,-0.00697215822179838,-0.0029878158664718556,-0.00305490264665623,-0.0028667925558357094,-0.003195634796034767,-0.00305490264665623,-0.00305490264665623,-0.00697215822179838
2017-10-26,-0.0018948402430341354,-0.0013274092645109642,-0.001286659983827148,-0.0009481627012899932,-0.0018947774012175284,-0.001286659983827148,-0.001286659983827148,-0.0018948402430341354
2017-10-27,-0.007243654140838933,-0.0051776962313980265,-0.00516833894098999,-0.004622485921791484,-0.006217523050779167,-0.00516833894098999,-0.00516833894098999,-0.007243654140838933
2017-10-28,-0.0055348300535330896,-0.0005183191588750026,-0.0004973729979169136,-0.0002549353862543924,-0.0005680478777501999,-0.0004973729979169136,-0.0004973729979169136,-0.0055348300535330896
2017-10-29,0.008058327644365412,0.0021310972878457756,0.0021458212542658926,0.001997886299553137,0.002486450480729827,0.0021458212542658926,0.0021458212542658926,0.008058327644365412
2017-10-30,-0.028567878782675696,-0.01740013714712974,-0.017475007769434468,-0.018396546114194195,-0.02004612842469825,-0.017475007769434468,-0.017475007769434468,-0.028567878782675696
